Attaching to ozones3-haproxy_om_1, ozones3-haproxy_datanode_1, ozones3-haproxy_s3g1_1, ozones3-haproxy_s3g_1, ozones3-haproxy_datanode_2, ozones3-haproxy_datanode_3, ozones3-haproxy_scm_1, ozones3-haproxy_s3g3_1, ozones3-haproxy_s3g2_1
om_1        | No '-XX:...' jvm parameters are set. Adding safer GC settings '-XX:ParallelGCThreads=8 -XX:+UseConcMarkSweepGC -XX:CMSInitiatingOccupancyFraction=70 -XX:+CMSParallelRemarkEnabled' to the OZONE_OPTS
datanode_2  | 2021-05-31 09:31:19,663 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.appender.buffer.byte-limit = 33554432 (custom)
datanode_2  | 2021-05-31 09:31:19,664 [pool-21-thread-1] INFO metrics.RatisMetrics: Creating Metrics Registry : ratis.log_worker.d7f9695a-0d28-4334-8c21-b92db3761fb1@group-58A63AA440A0
datanode_2  | 2021-05-31 09:31:19,664 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.segment.size.max = 1048576 (custom)
datanode_2  | 2021-05-31 09:31:19,665 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.segment.cache.num.max = 2 (custom)
datanode_2  | 2021-05-31 09:31:19,666 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.segment.cache.size.max = 200MB (=209715200) (default)
datanode_2  | 2021-05-31 09:31:19,667 [pool-21-thread-1] INFO segmented.SegmentedRaftLogWorker: new d7f9695a-0d28-4334-8c21-b92db3761fb1@group-58A63AA440A0-SegmentedRaftLogWorker for RaftStorageImpl:Storage Directory /data/metadata/ratis/051f7637-2907-4c0a-b60c-58a63aa440a0
datanode_2  | 2021-05-31 09:31:19,670 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.queue.byte-limit = 2147483647 (custom)
datanode_2  | 2021-05-31 09:31:19,671 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.queue.element-limit = 1024 (custom)
datanode_2  | 2021-05-31 09:31:19,671 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.segment.size.max = 1048576 (custom)
datanode_2  | 2021-05-31 09:31:19,672 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.preallocated.size = 16384 (custom)
datanode_2  | 2021-05-31 09:31:19,673 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.force.sync.num = 128 (default)
datanode_2  | 2021-05-31 09:31:19,673 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.statemachine.data.sync = true (default)
datanode_2  | 2021-05-31 09:31:19,673 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.statemachine.data.sync.timeout = 10s (default)
datanode_2  | 2021-05-31 09:31:19,673 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.statemachine.data.sync.timeout.retry = -1 (default)
datanode_2  | 2021-05-31 09:31:19,685 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.write.buffer.size = 1048576 (custom)
datanode_2  | 2021-05-31 09:31:19,692 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.statemachine.data.caching.enabled = true (custom)
datanode_2  | 2021-05-31 09:31:19,694 [pool-21-thread-1] INFO segmented.SegmentedRaftLogWorker: d7f9695a-0d28-4334-8c21-b92db3761fb1@group-58A63AA440A0-SegmentedRaftLogWorker: flushIndex: setUnconditionally 0 -> -1
datanode_2  | 2021-05-31 09:31:19,695 [pool-21-thread-1] INFO segmented.SegmentedRaftLogWorker: d7f9695a-0d28-4334-8c21-b92db3761fb1@group-58A63AA440A0-SegmentedRaftLogWorker: safeCacheEvictIndex: setUnconditionally 0 -> -1
datanode_2  | 2021-05-31 09:31:19,697 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.snapshot.auto.trigger.enabled = true (custom)
datanode_2  | 2021-05-31 09:31:19,698 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.snapshot.auto.trigger.threshold = 10000 (custom)
datanode_2  | 2021-05-31 09:31:19,698 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.snapshot.retention.file.num = 5 (custom)
datanode_2  | 2021-05-31 09:31:19,699 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.purge.upto.snapshot.index = false (default)
datanode_2  | 2021-05-31 09:31:19,699 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.retrycache.expirytime = 600000ms (custom)
datanode_2  | 2021-05-31 09:31:19,700 [pool-21-thread-1] INFO server.RaftServerConfigKeys: raft.server.retrycache.statistics.expirytime = 100?s (default)
datanode_2  | 2021-05-31 09:31:19,705 [pool-21-thread-1] INFO metrics.RatisMetrics: Creating Metrics Registry : ratis.leader_election.d7f9695a-0d28-4334-8c21-b92db3761fb1@group-58A63AA440A0
datanode_2  | 2021-05-31 09:31:19,706 [pool-21-thread-1] INFO metrics.RatisMetrics: Creating Metrics Registry : ratis.server.d7f9695a-0d28-4334-8c21-b92db3761fb1@group-58A63AA440A0
datanode_2  | 2021-05-31 09:31:19,709 [pool-21-thread-1] INFO server.RaftServer$Division: d7f9695a-0d28-4334-8c21-b92db3761fb1@group-58A63AA440A0: start as a follower, conf=-1: [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d|rpc:172.24.0.10:9856|admin:172.24.0.10:9857|client:172.24.0.10:9858|priority:0, d7f9695a-0d28-4334-8c21-b92db3761fb1|rpc:172.24.0.8:9856|admin:172.24.0.8:9857|client:172.24.0.8:9858|priority:0, 097093c8-cde7-4b6b-810e-afab397b3262|rpc:172.24.0.5:9856|admin:172.24.0.5:9857|client:172.24.0.5:9858|priority:1], old=null
datanode_2  | 2021-05-31 09:31:19,714 [pool-21-thread-1] INFO server.RaftServer$Division: d7f9695a-0d28-4334-8c21-b92db3761fb1@group-58A63AA440A0: changes role from      null to FOLLOWER at term 0 for startAsFollower
datanode_2  | 2021-05-31 09:31:19,723 [pool-21-thread-1] INFO impl.RoleInfo: d7f9695a-0d28-4334-8c21-b92db3761fb1: start d7f9695a-0d28-4334-8c21-b92db3761fb1@group-58A63AA440A0-FollowerState
datanode_2  | 2021-05-31 09:31:19,748 [pool-21-thread-1] INFO util.JmxRegister: Successfully registered JMX Bean with object name Ratis:service=RaftServer,group=group-58A63AA440A0,id=d7f9695a-0d28-4334-8c21-b92db3761fb1
datanode_2  | 2021-05-31 09:31:19,748 [pool-21-thread-1] INFO metrics.RatisMetrics: Creating Metrics Registry : ratis.state_machine.d7f9695a-0d28-4334-8c21-b92db3761fb1@group-58A63AA440A0
datanode_2  | 2021-05-31 09:31:19,751 [Command processor thread] INFO ratis.XceiverServerRatis: Created group PipelineID=051f7637-2907-4c0a-b60c-58a63aa440a0
datanode_2  | 2021-05-31 09:31:19,773 [Command processor thread] INFO metrics.RatisMetrics: Creating Metrics Registry : ratis.client_message_metrics.client-386C62FDD9C4->e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d
datanode_2  | 2021-05-31 09:31:19,891 [Command processor thread] INFO metrics.RatisMetrics: Creating Metrics Registry : ratis.client_message_metrics.client-82F862E70F0F->097093c8-cde7-4b6b-810e-afab397b3262
datanode_2  | 2021-05-31 09:31:20,000 [Command processor thread] INFO commandhandler.CreatePipelineCommandHandler: Created Pipeline RATIS THREE PipelineID=051f7637-2907-4c0a-b60c-58a63aa440a0.
datanode_2  | 2021-05-31 09:31:21,586 [grpc-default-executor-0] INFO server.RaftServer$Division: d7f9695a-0d28-4334-8c21-b92db3761fb1@group-EC3C28FD61D7: receive requestVote(ELECTION, e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d, group-EC3C28FD61D7, 1, (t:0, i:0))
datanode_2  | 2021-05-31 09:31:21,588 [grpc-default-executor-0] INFO impl.VoteContext: d7f9695a-0d28-4334-8c21-b92db3761fb1@group-EC3C28FD61D7-FOLLOWER: reject ELECTION from e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d: our priority 1 > candidate's priority 0
datanode_2  | 2021-05-31 09:31:21,590 [grpc-default-executor-0] INFO server.RaftServer$Division: d7f9695a-0d28-4334-8c21-b92db3761fb1@group-EC3C28FD61D7: changes role from  FOLLOWER to FOLLOWER at term 1 for candidate:e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d
datanode_2  | 2021-05-31 09:31:21,590 [grpc-default-executor-0] INFO impl.RoleInfo: d7f9695a-0d28-4334-8c21-b92db3761fb1: shutdown d7f9695a-0d28-4334-8c21-b92db3761fb1@group-EC3C28FD61D7-FollowerState
datanode_2  | 2021-05-31 09:31:21,590 [grpc-default-executor-0] INFO impl.RoleInfo: d7f9695a-0d28-4334-8c21-b92db3761fb1: start d7f9695a-0d28-4334-8c21-b92db3761fb1@group-EC3C28FD61D7-FollowerState
datanode_2  | 2021-05-31 09:31:21,591 [d7f9695a-0d28-4334-8c21-b92db3761fb1@group-EC3C28FD61D7-FollowerState] INFO impl.FollowerState: d7f9695a-0d28-4334-8c21-b92db3761fb1@group-EC3C28FD61D7-FollowerState was interrupted: {}
datanode_2  | java.lang.InterruptedException: sleep interrupted
datanode_2  | 	at java.base/java.lang.Thread.sleep(Native Method)
datanode_2  | 	at java.base/java.lang.Thread.sleep(Thread.java:339)
datanode_2  | 	at java.base/java.util.concurrent.TimeUnit.sleep(TimeUnit.java:446)
datanode_2  | 	at org.apache.ratis.util.TimeDuration.sleep(TimeDuration.java:324)
datanode_2  | 	at org.apache.ratis.util.TimeDuration.sleep(TimeDuration.java:309)
datanode_2  | 	at org.apache.ratis.server.impl.FollowerState.run(FollowerState.java:118)
datanode_2  | 2021-05-31 09:31:21,613 [grpc-default-executor-0] INFO server.RaftServer$Division: d7f9695a-0d28-4334-8c21-b92db3761fb1@group-EC3C28FD61D7 replies to ELECTION vote request: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d<-d7f9695a-0d28-4334-8c21-b92db3761fb1#0:FAIL-t1. Peer's state: d7f9695a-0d28-4334-8c21-b92db3761fb1@group-EC3C28FD61D7:t1, leader=null, voted=null, raftlog=d7f9695a-0d28-4334-8c21-b92db3761fb1@group-EC3C28FD61D7-SegmentedRaftLog:OPENED:c-1,f-1,i0, conf=-1: [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d|rpc:172.24.0.10:9856|admin:172.24.0.10:9857|client:172.24.0.10:9858|priority:0, d7f9695a-0d28-4334-8c21-b92db3761fb1|rpc:172.24.0.8:9856|admin:172.24.0.8:9857|client:172.24.0.8:9858|priority:1, 097093c8-cde7-4b6b-810e-afab397b3262|rpc:172.24.0.5:9856|admin:172.24.0.5:9857|client:172.24.0.5:9858|priority:0], old=null
om_1        | 2021-05-31 09:31:28,375 [om1@group-C5BA1605619E-LeaderElection1] INFO impl.LeaderElection: om1@group-C5BA1605619E-LeaderElection1 ELECTION round 0: submit vote requests at term 1 for -1: [om1|rpc:om:9872|priority:0], old=null
om_1        | 2021-05-31 09:31:28,375 [om1@group-C5BA1605619E-LeaderElection1] INFO impl.LeaderElection: om1@group-C5BA1605619E-LeaderElection1 ELECTION round 0: result PASSED (term=1)
om_1        | 2021-05-31 09:31:28,376 [om1@group-C5BA1605619E-LeaderElection1] INFO impl.RoleInfo: om1: shutdown om1@group-C5BA1605619E-LeaderElection1
om_1        | 2021-05-31 09:31:28,376 [om1@group-C5BA1605619E-LeaderElection1] INFO server.RaftServer$Division: om1@group-C5BA1605619E: changes role from CANDIDATE to LEADER at term 1 for changeToLeader
om_1        | 2021-05-31 09:31:28,377 [om1@group-C5BA1605619E-LeaderElection1] INFO server.RaftServer$Division: om1@group-C5BA1605619E: change Leader from null to om1 at term 1 for becomeLeader, leader elected after 5805ms
om_1        | 2021-05-31 09:31:28,388 [om1@group-C5BA1605619E-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.staging.catchup.gap = 1000 (default)
om_1        | 2021-05-31 09:31:28,390 [om1@group-C5BA1605619E-LeaderElection1] INFO metrics.RatisMetrics: Creating Metrics Registry : ratis.log_appender.om1@group-C5BA1605619E
om_1        | 2021-05-31 09:31:28,395 [om1@group-C5BA1605619E-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.write.element-limit = 4096 (default)
om_1        | 2021-05-31 09:31:28,395 [om1@group-C5BA1605619E-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.write.byte-limit = 64MB (=67108864) (default)
om_1        | 2021-05-31 09:31:28,402 [om1@group-C5BA1605619E-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.watch.timeout = 10s (default)
om_1        | 2021-05-31 09:31:28,405 [om1@group-C5BA1605619E-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.watch.timeout.denomination = 1s (default)
om_1        | 2021-05-31 09:31:28,406 [om1@group-C5BA1605619E-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.watch.element-limit = 65536 (default)
om_1        | 2021-05-31 09:31:28,428 [om1@group-C5BA1605619E-LeaderElection1] INFO impl.RoleInfo: om1: start om1@group-C5BA1605619E-LeaderStateImpl
om_1        | 2021-05-31 09:31:28,474 [om1@group-C5BA1605619E-LeaderElection1] INFO segmented.SegmentedRaftLogWorker: om1@group-C5BA1605619E-SegmentedRaftLogWorker: Starting segment from index:0
om_1        | 2021-05-31 09:31:28,559 [om1@group-C5BA1605619E-LeaderElection1] INFO server.RaftServer$Division: om1@group-C5BA1605619E: set configuration 0: [om1|rpc:om:9872|admin:|client:|dataStream:|priority:0], old=null
om_1        | 2021-05-31 09:31:28,619 [om1@group-C5BA1605619E-SegmentedRaftLogWorker] INFO segmented.SegmentedRaftLogWorker: om1@group-C5BA1605619E-SegmentedRaftLogWorker: created new log segment /data/metadata/ratis/bf265839-605b-3f16-9796-c5ba1605619e/current/log_inprogress_0
om_1        | 2021-05-31 09:31:44,226 [OM StateMachine ApplyTransaction Thread - 0] INFO volume.OMVolumeCreateRequest: created volume:vol-0-34209 for user:hadoop
om_1        | 2021-05-31 09:31:44,264 [OM StateMachine ApplyTransaction Thread - 0] INFO volume.OMVolumeCreateRequest: created volume:vol-1-17726 for user:hadoop
om_1        | 2021-05-31 09:31:44,273 [OM StateMachine ApplyTransaction Thread - 0] INFO volume.OMVolumeCreateRequest: created volume:vol-2-71346 for user:hadoop
om_1        | 2021-05-31 09:31:44,286 [OM StateMachine ApplyTransaction Thread - 0] INFO volume.OMVolumeCreateRequest: created volume:vol-3-25180 for user:hadoop
om_1        | 2021-05-31 09:31:44,294 [OM StateMachine ApplyTransaction Thread - 0] INFO volume.OMVolumeCreateRequest: created volume:vol-4-80846 for user:hadoop
datanode_1  | 2021-05-31 09:31:21,647 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection2] INFO impl.LeaderElection:   Response 0: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d<-d7f9695a-0d28-4334-8c21-b92db3761fb1#0:FAIL-t1
datanode_1  | 2021-05-31 09:31:21,647 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection2] INFO impl.LeaderElection: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection2 ELECTION round 0: result REJECTED
datanode_1  | 2021-05-31 09:31:21,648 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection2] INFO server.RaftServer$Division: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7: changes role from CANDIDATE to FOLLOWER at term 1 for REJECTED
datanode_1  | 2021-05-31 09:31:21,648 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection2] INFO impl.RoleInfo: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d: shutdown e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection2
datanode_1  | 2021-05-31 09:31:21,658 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection2] INFO impl.RoleInfo: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d: start e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-FollowerState
datanode_1  | 2021-05-31 09:31:21,699 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-B9EFCEA8B973-SegmentedRaftLogWorker] INFO segmented.SegmentedRaftLogWorker: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-B9EFCEA8B973-SegmentedRaftLogWorker: created new log segment /data/metadata/ratis/a2ebe312-10cf-4582-a02f-b9efcea8b973/current/log_inprogress_0
datanode_1  | 2021-05-31 09:31:24,762 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-FollowerState] INFO impl.FollowerState: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-FollowerState: change to CANDIDATE, lastRpcElapsedTime:5103657582ns, electionTimeout:5100ms
datanode_1  | 2021-05-31 09:31:24,763 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-FollowerState] INFO impl.RoleInfo: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d: shutdown e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-FollowerState
datanode_1  | 2021-05-31 09:31:24,763 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-FollowerState] INFO server.RaftServer$Division: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0: changes role from  FOLLOWER to CANDIDATE at term 0 for changeToCandidate
datanode_1  | 2021-05-31 09:31:24,763 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-FollowerState] INFO server.RaftServerConfigKeys: raft.server.leaderelection.pre-vote = false (custom)
datanode_1  | 2021-05-31 09:31:24,763 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-FollowerState] INFO impl.RoleInfo: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d: start e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-LeaderElection3
datanode_1  | 2021-05-31 09:31:24,766 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-LeaderElection3] INFO impl.LeaderElection: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-LeaderElection3 ELECTION round 0: submit vote requests at term 1 for -1: [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d|rpc:172.24.0.10:9856|admin:172.24.0.10:9857|client:172.24.0.10:9858|priority:0, d7f9695a-0d28-4334-8c21-b92db3761fb1|rpc:172.24.0.8:9856|admin:172.24.0.8:9857|client:172.24.0.8:9858|priority:0, 097093c8-cde7-4b6b-810e-afab397b3262|rpc:172.24.0.5:9856|admin:172.24.0.5:9857|client:172.24.0.5:9858|priority:1], old=null
datanode_1  | 2021-05-31 09:31:24,799 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-LeaderElection3] INFO impl.LeaderElection: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-LeaderElection3: ELECTION REJECTED received 2 response(s) and 0 exception(s):
datanode_1  | 2021-05-31 09:31:24,800 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-LeaderElection3] INFO impl.LeaderElection:   Response 0: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d<-d7f9695a-0d28-4334-8c21-b92db3761fb1#0:OK-t1
datanode_1  | 2021-05-31 09:31:24,800 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-LeaderElection3] INFO impl.LeaderElection:   Response 1: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d<-097093c8-cde7-4b6b-810e-afab397b3262#0:FAIL-t1
datanode_1  | 2021-05-31 09:31:24,800 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-LeaderElection3] INFO impl.LeaderElection: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-LeaderElection3 ELECTION round 0: result REJECTED
datanode_1  | 2021-05-31 09:31:24,800 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-LeaderElection3] INFO server.RaftServer$Division: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0: changes role from CANDIDATE to FOLLOWER at term 1 for REJECTED
datanode_1  | 2021-05-31 09:31:24,800 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-LeaderElection3] INFO impl.RoleInfo: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d: shutdown e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-LeaderElection3
datanode_1  | 2021-05-31 09:31:24,800 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-LeaderElection3] INFO impl.RoleInfo: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d: start e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-FollowerState
datanode_1  | 2021-05-31 09:31:26,747 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-FollowerState] INFO impl.FollowerState: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-FollowerState: change to CANDIDATE, lastRpcElapsedTime:5097235649ns, electionTimeout:5085ms
datanode_1  | 2021-05-31 09:31:26,748 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-FollowerState] INFO impl.RoleInfo: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d: shutdown e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-FollowerState
datanode_1  | 2021-05-31 09:31:26,748 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-FollowerState] INFO server.RaftServer$Division: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7: changes role from  FOLLOWER to CANDIDATE at term 1 for changeToCandidate
datanode_1  | 2021-05-31 09:31:26,748 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-FollowerState] INFO server.RaftServerConfigKeys: raft.server.leaderelection.pre-vote = false (custom)
datanode_1  | 2021-05-31 09:31:26,748 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-FollowerState] INFO impl.RoleInfo: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d: start e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection4
datanode_1  | 2021-05-31 09:31:26,758 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection4] INFO impl.LeaderElection: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection4 ELECTION round 0: submit vote requests at term 2 for -1: [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d|rpc:172.24.0.10:9856|admin:172.24.0.10:9857|client:172.24.0.10:9858|priority:0, d7f9695a-0d28-4334-8c21-b92db3761fb1|rpc:172.24.0.8:9856|admin:172.24.0.8:9857|client:172.24.0.8:9858|priority:1, 097093c8-cde7-4b6b-810e-afab397b3262|rpc:172.24.0.5:9856|admin:172.24.0.5:9857|client:172.24.0.5:9858|priority:0], old=null
datanode_1  | 2021-05-31 09:31:26,799 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection4] INFO impl.LeaderElection: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection4: ELECTION REJECTED received 1 response(s) and 0 exception(s):
datanode_1  | 2021-05-31 09:31:26,799 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection4] INFO impl.LeaderElection:   Response 0: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d<-d7f9695a-0d28-4334-8c21-b92db3761fb1#0:FAIL-t2
datanode_1  | 2021-05-31 09:31:26,799 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection4] INFO impl.LeaderElection: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection4 ELECTION round 0: result REJECTED
datanode_1  | 2021-05-31 09:31:26,799 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection4] INFO server.RaftServer$Division: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7: changes role from CANDIDATE to FOLLOWER at term 2 for REJECTED
datanode_1  | 2021-05-31 09:31:26,799 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection4] INFO impl.RoleInfo: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d: shutdown e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection4
s3g_1       | [NOTICE]   (1) : New worker #1 (9) forked
datanode_1  | 2021-05-31 09:31:26,799 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-LeaderElection4] INFO impl.RoleInfo: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d: start e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-EC3C28FD61D7-FollowerState
datanode_1  | 2021-05-31 09:31:29,922 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-FollowerState] INFO impl.FollowerState: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-FollowerState: change to CANDIDATE, lastRpcElapsedTime:5121658919ns, electionTimeout:5115ms
datanode_1  | 2021-05-31 09:31:29,922 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-FollowerState] INFO impl.RoleInfo: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d: shutdown e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-FollowerState
datanode_1  | 2021-05-31 09:31:29,922 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-FollowerState] INFO server.RaftServer$Division: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0: changes role from  FOLLOWER to CANDIDATE at term 1 for changeToCandidate
datanode_1  | 2021-05-31 09:31:29,922 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-FollowerState] INFO server.RaftServerConfigKeys: raft.server.leaderelection.pre-vote = false (custom)
datanode_1  | 2021-05-31 09:31:29,923 [e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-FollowerState] INFO impl.RoleInfo: e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d: start e07364a5-81f1-4cb7-b6e5-fbfefe4bca7d@group-58A63AA440A0-LeaderElection5
