Attaching to ozonesecure-ha_datanode2_1, ozonesecure-ha_s3g_1, ozonesecure-ha_scm3.org_1, ozonesecure-ha_scm2.org_1, ozonesecure-ha_recon_1, ozonesecure-ha_om2_1, ozonesecure-ha_datanode3_1, ozonesecure-ha_om1_1, ozonesecure-ha_kms_1, ozonesecure-ha_scm1.org_1, ozonesecure-ha_om3_1, ozonesecure-ha_kdc_1, ozonesecure-ha_datanode1_1
kdc_1        | Jul 16 13:33:21 kdc krb5kdc[8](info): Loaded
datanode2_1  | 2021-07-16 13:35:47,593 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-FollowerState] INFO impl.RoleInfo: 43af3b8e-c970-490e-b5f3-7b86f7e500dc: shutdown 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-FollowerState
datanode2_1  | 2021-07-16 13:35:47,594 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-FollowerState] INFO server.RaftServer$Division: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E: changes role from  FOLLOWER to CANDIDATE at term 1 for changeToCandidate
datanode2_1  | 2021-07-16 13:35:47,595 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-FollowerState] INFO server.RaftServerConfigKeys: raft.server.leaderelection.pre-vote = false (custom)
datanode2_1  | 2021-07-16 13:35:47,595 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-FollowerState] INFO impl.RoleInfo: 43af3b8e-c970-490e-b5f3-7b86f7e500dc: start 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection4
datanode2_1  | 2021-07-16 13:35:47,602 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection4] INFO impl.LeaderElection: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection4 ELECTION round 0: submit vote requests at term 2 for -1: [8eaffa86-b437-4457-bed4-822a77884563|rpc:172.25.0.102:9856|admin:172.25.0.102:9857|client:172.25.0.102:9858|priority:0, 43af3b8e-c970-490e-b5f3-7b86f7e500dc|rpc:172.25.0.103:9856|admin:172.25.0.103:9857|client:172.25.0.103:9858|priority:0, 075fc7f7-6f5d-45e0-be59-56811212838d|rpc:172.25.0.104:9856|admin:172.25.0.104:9857|client:172.25.0.104:9858|priority:1], old=null
datanode2_1  | 2021-07-16 13:35:47,625 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection4] INFO impl.LeaderElection: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection4 got exception when requesting votes: java.util.concurrent.ExecutionException: org.apache.ratis.thirdparty.io.grpc.StatusRuntimeException: INTERNAL: 8eaffa86-b437-4457-bed4-822a77884563: group-BDCA628B8D3E not found.
datanode2_1  | 2021-07-16 13:35:47,648 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection4] INFO impl.LeaderElection: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection4: ELECTION REJECTED received 1 response(s) and 1 exception(s):
datanode2_1  | 2021-07-16 13:35:47,648 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection4] INFO impl.LeaderElection:   Response 0: 43af3b8e-c970-490e-b5f3-7b86f7e500dc<-075fc7f7-6f5d-45e0-be59-56811212838d#0:FAIL-t2
datanode2_1  | 2021-07-16 13:35:47,648 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection4] INFO impl.LeaderElection:   Exception 1: java.util.concurrent.ExecutionException: org.apache.ratis.thirdparty.io.grpc.StatusRuntimeException: INTERNAL: 8eaffa86-b437-4457-bed4-822a77884563: group-BDCA628B8D3E not found.
datanode2_1  | 2021-07-16 13:35:47,648 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection4] INFO impl.LeaderElection: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection4 ELECTION round 0: result REJECTED
datanode2_1  | 2021-07-16 13:35:47,648 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection4] INFO server.RaftServer$Division: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E: changes role from CANDIDATE to FOLLOWER at term 2 for REJECTED
datanode2_1  | 2021-07-16 13:35:47,648 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection4] INFO impl.RoleInfo: 43af3b8e-c970-490e-b5f3-7b86f7e500dc: shutdown 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection4
datanode2_1  | 2021-07-16 13:35:47,659 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection4] INFO impl.RoleInfo: 43af3b8e-c970-490e-b5f3-7b86f7e500dc: start 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-FollowerState
datanode2_1  | 2021-07-16 13:35:48,414 [EndpointStateMachine task thread for recon/172.25.0.115:9891 - 0 ] INFO ipc.Client: Retrying connect to server: recon/172.25.0.115:9891. Already tried 6 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=15, sleepTime=1000 MILLISECONDS)
datanode2_1  | 2021-07-16 13:35:51,486 [EndpointStateMachine task thread for recon/172.25.0.115:9891 - 0 ] INFO ipc.Client: Retrying connect to server: recon/172.25.0.115:9891. Already tried 7 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=15, sleepTime=1000 MILLISECONDS)
datanode2_1  | 2021-07-16 13:35:52,840 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-FollowerState] INFO impl.FollowerState: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-FollowerState: change to CANDIDATE, lastRpcElapsedTime:5180570480ns, electionTimeout:5180ms
datanode2_1  | 2021-07-16 13:35:52,840 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-FollowerState] INFO impl.RoleInfo: 43af3b8e-c970-490e-b5f3-7b86f7e500dc: shutdown 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-FollowerState
datanode2_1  | 2021-07-16 13:35:52,840 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-FollowerState] INFO server.RaftServer$Division: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E: changes role from  FOLLOWER to CANDIDATE at term 2 for changeToCandidate
datanode2_1  | 2021-07-16 13:35:52,840 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-FollowerState] INFO server.RaftServerConfigKeys: raft.server.leaderelection.pre-vote = false (custom)
datanode2_1  | 2021-07-16 13:35:52,840 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-FollowerState] INFO impl.RoleInfo: 43af3b8e-c970-490e-b5f3-7b86f7e500dc: start 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection5
datanode2_1  | 2021-07-16 13:35:52,846 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection5] INFO impl.LeaderElection: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection5 ELECTION round 0: submit vote requests at term 3 for -1: [8eaffa86-b437-4457-bed4-822a77884563|rpc:172.25.0.102:9856|admin:172.25.0.102:9857|client:172.25.0.102:9858|priority:0, 43af3b8e-c970-490e-b5f3-7b86f7e500dc|rpc:172.25.0.103:9856|admin:172.25.0.103:9857|client:172.25.0.103:9858|priority:0, 075fc7f7-6f5d-45e0-be59-56811212838d|rpc:172.25.0.104:9856|admin:172.25.0.104:9857|client:172.25.0.104:9858|priority:1], old=null
datanode2_1  | 2021-07-16 13:35:52,864 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection5] INFO impl.LeaderElection: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection5 got exception when requesting votes: java.util.concurrent.ExecutionException: org.apache.ratis.thirdparty.io.grpc.StatusRuntimeException: INTERNAL: 8eaffa86-b437-4457-bed4-822a77884563: group-BDCA628B8D3E not found.
datanode2_1  | 2021-07-16 13:35:52,871 [grpc-default-executor-0] INFO server.RaftServer$Division: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E: receive requestVote(ELECTION, 075fc7f7-6f5d-45e0-be59-56811212838d, group-BDCA628B8D3E, 3, (t:0, i:0))
datanode2_1  | 2021-07-16 13:35:52,874 [grpc-default-executor-0] INFO impl.VoteContext: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-CANDIDATE: reject ELECTION from 075fc7f7-6f5d-45e0-be59-56811212838d: already has voted for 43af3b8e-c970-490e-b5f3-7b86f7e500dc at current term 3
om1_1        | 2021-07-16 13:43:13,477 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) from 172.25.0.114:51158
om1_1        | 2021-07-16 13:43:13,482 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
om1_1        | 2021-07-16 13:43:14,163 [Socket Reader #1 for port 9862] INFO security.AWSV4AuthValidator: 273b7563e3c27bcf083c7a93f43206cabfd8fb2c18ecdd4c181fd2f9610d2f26
om1_1        | 2021-07-16 13:43:14,164 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) from 172.25.0.114:51164
om1_1        | 2021-07-16 13:43:14,166 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
om1_1        | 2021-07-16 13:43:17,509 [Socket Reader #1 for port 9862] INFO security.AWSV4AuthValidator: 273b7563e3c27bcf083c7a93f43206cabfd8fb2c18ecdd4c181fd2f9610d2f26
om1_1        | 2021-07-16 13:43:17,511 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) from 172.25.0.114:51176
om1_1        | 2021-07-16 13:43:17,513 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
om1_1        | 2021-07-16 13:43:17,954 [Socket Reader #1 for port 9862] INFO security.AWSV4AuthValidator: 273b7563e3c27bcf083c7a93f43206cabfd8fb2c18ecdd4c181fd2f9610d2f26
om1_1        | 2021-07-16 13:43:17,954 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) from 172.25.0.114:51180
om1_1        | 2021-07-16 13:43:17,963 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
om1_1        | 2021-07-16 13:43:21,361 [Socket Reader #1 for port 9862] INFO security.AWSV4AuthValidator: 273b7563e3c27bcf083c7a93f43206cabfd8fb2c18ecdd4c181fd2f9610d2f26
om1_1        | 2021-07-16 13:43:21,362 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) from 172.25.0.114:51206
om1_1        | 2021-07-16 13:43:21,366 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
om1_1        | 2021-07-16 13:43:21,775 [Socket Reader #1 for port 9862] INFO security.AWSV4AuthValidator: 273b7563e3c27bcf083c7a93f43206cabfd8fb2c18ecdd4c181fd2f9610d2f26
om1_1        | 2021-07-16 13:43:21,775 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) from 172.25.0.114:51210
om1_1        | 2021-07-16 13:43:21,777 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
om1_1        | 2021-07-16 13:43:22,453 [Socket Reader #1 for port 9862] INFO security.AWSV4AuthValidator: 273b7563e3c27bcf083c7a93f43206cabfd8fb2c18ecdd4c181fd2f9610d2f26
om1_1        | 2021-07-16 13:43:22,453 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) from 172.25.0.114:51216
om1_1        | 2021-07-16 13:43:22,459 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
om1_1        | 2021-07-16 13:43:25,821 [Socket Reader #1 for port 9862] INFO security.AWSV4AuthValidator: 273b7563e3c27bcf083c7a93f43206cabfd8fb2c18ecdd4c181fd2f9610d2f26
om1_1        | 2021-07-16 13:43:25,821 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) from 172.25.0.114:51236
om1_1        | 2021-07-16 13:43:25,826 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
om1_1        | 2021-07-16 13:43:26,313 [Socket Reader #1 for port 9862] INFO security.AWSV4AuthValidator: 273b7563e3c27bcf083c7a93f43206cabfd8fb2c18ecdd4c181fd2f9610d2f26
om1_1        | 2021-07-16 13:43:26,313 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) from 172.25.0.114:51254
om1_1        | 2021-07-16 13:43:26,321 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
om1_1        | 2021-07-16 13:43:30,067 [Socket Reader #1 for port 9862] INFO security.AWSV4AuthValidator: 273b7563e3c27bcf083c7a93f43206cabfd8fb2c18ecdd4c181fd2f9610d2f26
om1_1        | 2021-07-16 13:43:30,067 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) from 172.25.0.114:51284
om1_1        | 2021-07-16 13:43:30,070 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
om1_1        | 2021-07-16 13:43:33,215 [Socket Reader #1 for port 9862] INFO security.AWSV4AuthValidator: 273b7563e3c27bcf083c7a93f43206cabfd8fb2c18ecdd4c181fd2f9610d2f26
om1_1        | 2021-07-16 13:43:33,215 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) from 172.25.0.114:51306
om1_1        | 2021-07-16 13:43:33,217 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
om1_1        | 2021-07-16 13:43:33,665 [Socket Reader #1 for port 9862] INFO security.AWSV4AuthValidator: 273b7563e3c27bcf083c7a93f43206cabfd8fb2c18ecdd4c181fd2f9610d2f26
om1_1        | 2021-07-16 13:43:33,665 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) from 172.25.0.114:51314
om1_1        | 2021-07-16 13:43:33,675 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
om1_1        | 2021-07-16 13:43:34,494 [Socket Reader #1 for port 9862] INFO security.AWSV4AuthValidator: 273b7563e3c27bcf083c7a93f43206cabfd8fb2c18ecdd4c181fd2f9610d2f26
om1_1        | 2021-07-16 13:43:34,494 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) from 172.25.0.114:51322
om1_1        | 2021-07-16 13:43:34,495 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
om1_1        | 2021-07-16 13:43:37,765 [Socket Reader #1 for port 9862] INFO security.AWSV4AuthValidator: 273b7563e3c27bcf083c7a93f43206cabfd8fb2c18ecdd4c181fd2f9610d2f26
om1_1        | 2021-07-16 13:43:37,766 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) from 172.25.0.114:51344
om1_1        | 2021-07-16 13:43:37,775 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:TOKEN) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
s3g_1        | 	at org.eclipse.jetty.servlet.FilterHolder.doFilter(FilterHolder.java:193)
s3g_1        | 	at org.eclipse.jetty.servlet.ServletHandler$Chain.doFilter(ServletHandler.java:1601)
s3g_1        | 	at org.apache.hadoop.ozone.s3.EmptyContentTypeFilter.doFilter(EmptyContentTypeFilter.java:76)
s3g_1        | 	at org.eclipse.jetty.servlet.FilterHolder.doFilter(FilterHolder.java:201)
s3g_1        | 	at org.eclipse.jetty.servlet.ServletHandler$Chain.doFilter(ServletHandler.java:1601)
s3g_1        | 	at org.apache.hadoop.hdds.server.http.HttpServer2$QuotingInputFilter.doFilter(HttpServer2.java:1667)
s3g_1        | 	at org.eclipse.jetty.servlet.FilterHolder.doFilter(FilterHolder.java:193)
s3g_1        | 	at org.eclipse.jetty.servlet.ServletHandler$Chain.doFilter(ServletHandler.java:1601)
s3g_1        | 	at org.apache.hadoop.hdds.server.http.NoCacheFilter.doFilter(NoCacheFilter.java:48)
s3g_1        | 	at org.eclipse.jetty.servlet.FilterHolder.doFilter(FilterHolder.java:193)
s3g_1        | 	at org.eclipse.jetty.servlet.ServletHandler$Chain.doFilter(ServletHandler.java:1601)
s3g_1        | 	at org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:548)
s3g_1        | 	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:143)
s3g_1        | 	at org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:602)
s3g_1        | 	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:127)
s3g_1        | 	at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:235)
s3g_1        | 	at org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:1624)
s3g_1        | 	at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:233)
s3g_1        | 	at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1435)
s3g_1        | 	at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:188)
s3g_1        | 	at org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:501)
s3g_1        | 	at org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:1594)
s3g_1        | 	at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:186)
s3g_1        | 	at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1350)
s3g_1        | 	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:141)
s3g_1        | 	at org.eclipse.jetty.server.handler.HandlerCollection.handle(HandlerCollection.java:146)
s3g_1        | 	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:127)
s3g_1        | 	at org.eclipse.jetty.server.Server.handle(Server.java:516)
s3g_1        | 	at org.eclipse.jetty.server.HttpChannel.lambda$handle$1(HttpChannel.java:388)
s3g_1        | 	at org.eclipse.jetty.server.HttpChannel.dispatch(HttpChannel.java:633)
s3g_1        | 	at org.eclipse.jetty.server.HttpChannel.handle(HttpChannel.java:380)
s3g_1        | 	at org.eclipse.jetty.server.HttpConnection.onFillable(HttpConnection.java:273)
s3g_1        | 	at org.eclipse.jetty.io.AbstractConnection$ReadCallback.succeeded(AbstractConnection.java:311)
s3g_1        | 	at org.eclipse.jetty.io.FillInterest.fillable(FillInterest.java:105)
s3g_1        | 	at org.eclipse.jetty.io.ChannelEndPoint$1.run(ChannelEndPoint.java:104)
s3g_1        | 	at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.runTask(EatWhatYouKill.java:336)
s3g_1        | 	at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.doProduce(EatWhatYouKill.java:313)
s3g_1        | 	at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.tryProduce(EatWhatYouKill.java:171)
s3g_1        | 	at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.run(EatWhatYouKill.java:129)
s3g_1        | 	at org.eclipse.jetty.util.thread.ReservedThreadExecutor$ReservedThread.run(ReservedThreadExecutor.java:375)
s3g_1        | 	at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:773)
s3g_1        | 	at org.eclipse.jetty.util.thread.QueuedThreadPool$Runner.run(QueuedThreadPool.java:905)
s3g_1        | 	at java.base/java.lang.Thread.run(Thread.java:834)
s3g_1        | 2021-07-16 13:42:08,910 [qtp1048434276-22] INFO rpc.RpcClient: Creating Bucket: s3v/bucket-96021, with Versioning false and Storage Type set to DISK and Encryption set to false 
s3g_1        | 2021-07-16 13:42:08,925 [qtp1048434276-22] INFO endpoint.BucketEndpoint: Location is /bucket-96021
datanode2_1  | 2021-07-16 13:35:52,874 [grpc-default-executor-0] INFO server.RaftServer$Division: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E replies to ELECTION vote request: 075fc7f7-6f5d-45e0-be59-56811212838d<-43af3b8e-c970-490e-b5f3-7b86f7e500dc#0:FAIL-t3. Peer's state: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E:t3, leader=null, voted=43af3b8e-c970-490e-b5f3-7b86f7e500dc, raftlog=43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-SegmentedRaftLog:OPENED:c-1,f-1,i0, conf=-1: [8eaffa86-b437-4457-bed4-822a77884563|rpc:172.25.0.102:9856|admin:172.25.0.102:9857|client:172.25.0.102:9858|priority:0, 43af3b8e-c970-490e-b5f3-7b86f7e500dc|rpc:172.25.0.103:9856|admin:172.25.0.103:9857|client:172.25.0.103:9858|priority:0, 075fc7f7-6f5d-45e0-be59-56811212838d|rpc:172.25.0.104:9856|admin:172.25.0.104:9857|client:172.25.0.104:9858|priority:1], old=null
datanode2_1  | 2021-07-16 13:35:52,889 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection5] INFO impl.LeaderElection: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection5: ELECTION REJECTED received 1 response(s) and 1 exception(s):
datanode2_1  | 2021-07-16 13:35:52,889 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection5] INFO impl.LeaderElection:   Response 0: 43af3b8e-c970-490e-b5f3-7b86f7e500dc<-075fc7f7-6f5d-45e0-be59-56811212838d#0:FAIL-t3
datanode2_1  | 2021-07-16 13:35:52,889 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection5] INFO impl.LeaderElection:   Exception 1: java.util.concurrent.ExecutionException: org.apache.ratis.thirdparty.io.grpc.StatusRuntimeException: INTERNAL: 8eaffa86-b437-4457-bed4-822a77884563: group-BDCA628B8D3E not found.
datanode2_1  | 2021-07-16 13:35:52,889 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection5] INFO impl.LeaderElection: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection5 ELECTION round 0: result REJECTED
datanode2_1  | 2021-07-16 13:35:52,890 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection5] INFO server.RaftServer$Division: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E: changes role from CANDIDATE to FOLLOWER at term 3 for REJECTED
datanode2_1  | 2021-07-16 13:35:52,890 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection5] INFO impl.RoleInfo: 43af3b8e-c970-490e-b5f3-7b86f7e500dc: shutdown 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection5
datanode2_1  | 2021-07-16 13:35:52,891 [43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-LeaderElection5] INFO impl.RoleInfo: 43af3b8e-c970-490e-b5f3-7b86f7e500dc: start 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-FollowerState
datanode2_1  | 2021-07-16 13:35:54,558 [EndpointStateMachine task thread for recon/172.25.0.115:9891 - 0 ] INFO ipc.Client: Retrying connect to server: recon/172.25.0.115:9891. Already tried 8 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=15, sleepTime=1000 MILLISECONDS)
datanode2_1  | 2021-07-16 13:35:57,631 [EndpointStateMachine task thread for recon/172.25.0.115:9891 - 0 ] INFO ipc.Client: Retrying connect to server: recon/172.25.0.115:9891. Already tried 9 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=15, sleepTime=1000 MILLISECONDS)
datanode2_1  | 2021-07-16 13:35:57,997 [grpc-default-executor-0] INFO server.RaftServer$Division: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E: receive requestVote(ELECTION, 075fc7f7-6f5d-45e0-be59-56811212838d, group-BDCA628B8D3E, 4, (t:0, i:0))
datanode2_1  | 2021-07-16 13:35:57,997 [grpc-default-executor-0] INFO impl.VoteContext: 43af3b8e-c970-490e-b5f3-7b86f7e500dc@group-BDCA628B8D3E-FOLLOWER: accept ELECTION from 075fc7f7-6f5d-45e0-be59-56811212838d: our priority 0 <= candidate's priority 1
