Attaching to ozonesecure_recon_1, ozonesecure_datanode_1, ozonesecure_kms_1, ozonesecure_datanode_2, ozonesecure_scm_1, ozonesecure_datanode_3, ozonesecure_om_1, ozonesecure_kdc_1, ozonesecure_s3g_1
kdc_1       | Oct 25 12:22:53 kdc krb5kdc[8](info): Loaded
datanode_2  | 2021-10-25 12:27:37,054 [java.util.concurrent.ThreadPoolExecutor$Worker@3a829040[State = -1, empty queue]] WARN server.GrpcLogAppender: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52->e9d82cab-05ce-4d78-8653-c1a5df6d1fad-GrpcLogAppender:  appendEntries Timeout, request=AppendEntriesRequest:cid=8102,entriesCount=1,lastEntry=(t:3, i:126)
datanode_2  | 2021-10-25 12:27:37,074 [java.util.concurrent.ThreadPoolExecutor$Worker@3a829040[State = -1, empty queue]] WARN server.GrpcLogAppender: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52->e9d82cab-05ce-4d78-8653-c1a5df6d1fad-GrpcLogAppender:  appendEntries Timeout, request=AppendEntriesRequest:cid=8103,entriesCount=1,lastEntry=(t:3, i:127)
datanode_2  | 2021-10-25 12:29:37,536 [Thread-179] INFO client.GrpcClientProtocolService: Failed RaftClientRequest:client-4D75FB113CA7->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=99, seq=0, Watch-ALL_COMMITTED(130), Message:<EMPTY>, reply=RaftClientReply:client-4D75FB113CA7->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=99, FAILED org.apache.ratis.protocol.exceptions.NotReplicatedException: Request with call Id 99 and log index 130 is not yet replicated to ALL_COMMITTED, logIndex=130, commits[0ba8f1ea-b911-4fb7-8325-1a9580c84cee:c132, 4a5fbc1e-fa65-4644-9e0b-b54075597161:c132, e9d82cab-05ce-4d78-8653-c1a5df6d1fad:c127]
scm_1       | 2021-10-25 12:25:12,384 [IPC Server handler 95 on default port 9863] INFO ha.SequenceIdGenerator: Allocate a batch for localId, change lastId from 107544261427200000 to 107544261427201000.
scm_1       | 2021-10-25 12:25:13,168 [ReplicationMonitor] INFO container.ReplicationManager: Replication Monitor Thread took 0 milliseconds for processing 1 containers.
scm_1       | 2021-10-25 12:25:14,850 [Socket Reader #1 for port 9961] INFO ipc.Server: Auth successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.6:41290
scm_1       | 2021-10-25 12:25:14,864 [Socket Reader #1 for port 9961] INFO authorize.ServiceAuthorizationManager: Authorization successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.hdds.protocol.SCMSecurityProtocol
datanode_3  | 	at org.apache.ratis.thirdparty.io.grpc.internal.ServerCallImpl$ServerStreamListenerImpl.messagesAvailable(ServerCallImpl.java:292)
datanode_3  | 	at org.apache.ratis.thirdparty.io.grpc.internal.ServerImpl$JumpToApplicationThreadServerStreamListener$1MessagesAvailable.runInContext(ServerImpl.java:782)
datanode_2  | 2021-10-25 12:32:38,530 [Thread-202] INFO client.GrpcClientProtocolService: Failed RaftClientRequest:client-FFAA077F0E4C->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=104, seq=0, Watch-ALL_COMMITTED(134), Message:<EMPTY>, reply=RaftClientReply:client-FFAA077F0E4C->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=104, FAILED org.apache.ratis.protocol.exceptions.NotReplicatedException: Request with call Id 104 and log index 134 is not yet replicated to ALL_COMMITTED, logIndex=134, commits[0ba8f1ea-b911-4fb7-8325-1a9580c84cee:c140, 4a5fbc1e-fa65-4644-9e0b-b54075597161:c140, e9d82cab-05ce-4d78-8653-c1a5df6d1fad:c127]
scm_1       | 2021-10-25 12:25:15,118 [Socket Reader #1 for port 9961] INFO ipc.Server: Auth successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.9:54138
scm_1       | 2021-10-25 12:25:15,143 [Socket Reader #1 for port 9961] INFO authorize.ServiceAuthorizationManager: Authorization successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.hdds.protocol.SCMSecurityProtocol
scm_1       | 2021-10-25 12:25:15,294 [Socket Reader #1 for port 9961] INFO ipc.Server: Auth successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.5:53500
recon_1     | 2021-10-25 12:32:43,166 [pool-18-thread-1] INFO impl.OzoneManagerServiceProviderImpl: Syncing data from Ozone Manager.
recon_1     | 2021-10-25 12:32:43,167 [pool-18-thread-1] INFO impl.OzoneManagerServiceProviderImpl: Obtaining delta updates from Ozone Manager
recon_1     | 2021-10-25 12:32:43,197 [pool-18-thread-1] INFO impl.OzoneManagerServiceProviderImpl: Number of updates received from OM : 2
recon_1     | 2021-10-25 12:32:43,205 [pool-19-thread-1] INFO tasks.NSSummaryTask: Completed a process run of NSSummaryTask
datanode_3  | 	at org.apache.ratis.thirdparty.io.grpc.internal.ContextRunnable.run(ContextRunnable.java:37)
datanode_3  | 	at org.apache.ratis.thirdparty.io.grpc.internal.SerializingExecutor.run(SerializingExecutor.java:123)
datanode_3  | 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
datanode_3  | 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
datanode_3  | 	at java.base/java.lang.Thread.run(Thread.java:834)
datanode_2  | 2021-10-25 12:34:04,529 [Thread-213] INFO client.GrpcClientProtocolService: Failed RaftClientRequest:client-859E27AB147B->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=3, seq=0, Watch-ALL_COMMITTED(139), Message:<EMPTY>, reply=RaftClientReply:client-859E27AB147B->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=3, FAILED org.apache.ratis.protocol.exceptions.NotReplicatedException: Request with call Id 3 and log index 139 is not yet replicated to ALL_COMMITTED, logIndex=139, commits[0ba8f1ea-b911-4fb7-8325-1a9580c84cee:c144, 4a5fbc1e-fa65-4644-9e0b-b54075597161:c144, e9d82cab-05ce-4d78-8653-c1a5df6d1fad:c127]
datanode_2  | 2021-10-25 12:35:39,530 [Thread-221] INFO client.GrpcClientProtocolService: Failed RaftClientRequest:client-89B6C76D595C->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=109, seq=0, Watch-ALL_COMMITTED(142), Message:<EMPTY>, reply=RaftClientReply:client-89B6C76D595C->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=109, FAILED org.apache.ratis.protocol.exceptions.NotReplicatedException: Request with call Id 109 and log index 142 is not yet replicated to ALL_COMMITTED, logIndex=142, commits[0ba8f1ea-b911-4fb7-8325-1a9580c84cee:c144, 4a5fbc1e-fa65-4644-9e0b-b54075597161:c144, e9d82cab-05ce-4d78-8653-c1a5df6d1fad:c127]
datanode_2  | 2021-10-25 12:38:40,529 [Thread-244] INFO client.GrpcClientProtocolService: Failed RaftClientRequest:client-411BB811EA01->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=114, seq=0, Watch-ALL_COMMITTED(146), Message:<EMPTY>, reply=RaftClientReply:client-411BB811EA01->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=114, FAILED org.apache.ratis.protocol.exceptions.NotReplicatedException: Request with call Id 114 and log index 146 is not yet replicated to ALL_COMMITTED, logIndex=146, commits[0ba8f1ea-b911-4fb7-8325-1a9580c84cee:c156, 4a5fbc1e-fa65-4644-9e0b-b54075597161:c156, e9d82cab-05ce-4d78-8653-c1a5df6d1fad:c127]
datanode_2  | 2021-10-25 12:38:53,529 [Thread-251] INFO client.GrpcClientProtocolService: Failed RaftClientRequest:client-4399A430A4CF->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=3, seq=0, Watch-ALL_COMMITTED(151), Message:<EMPTY>, reply=RaftClientReply:client-4399A430A4CF->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=3, FAILED org.apache.ratis.protocol.exceptions.NotReplicatedException: Request with call Id 3 and log index 151 is not yet replicated to ALL_COMMITTED, logIndex=151, commits[0ba8f1ea-b911-4fb7-8325-1a9580c84cee:c160, 4a5fbc1e-fa65-4644-9e0b-b54075597161:c160, e9d82cab-05ce-4d78-8653-c1a5df6d1fad:c127]
scm_1       | 2021-10-25 12:25:15,326 [Socket Reader #1 for port 9961] INFO authorize.ServiceAuthorizationManager: Authorization successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.hdds.protocol.SCMSecurityProtocol
scm_1       | 2021-10-25 12:25:15,422 [Socket Reader #1 for port 9860] INFO ipc.Server: Auth successful for recon/recon@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.10:37633
scm_1       | 2021-10-25 12:25:15,440 [Socket Reader #1 for port 9860] INFO authorize.ServiceAuthorizationManager: Authorization successful for recon/recon@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.hdds.scm.protocol.StorageContainerLocationProtocol
scm_1       | 2021-10-25 12:25:15,607 [Socket Reader #1 for port 9861] INFO ipc.Server: Auth successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.9:46456
scm_1       | 2021-10-25 12:25:15,705 [Socket Reader #1 for port 9861] INFO authorize.ServiceAuthorizationManager: Authorization successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.ozone.protocol.StorageContainerDatanodeProtocol
scm_1       | 2021-10-25 12:25:15,955 [Socket Reader #1 for port 9861] INFO ipc.Server: Auth successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.5:52770
recon_1     | 2021-10-25 12:32:43,321 [pool-19-thread-1] INFO tasks.TableCountTask: Completed a 'process' run of TableCountTask.
recon_1     | 2021-10-25 12:32:43,321 [pool-19-thread-1] INFO tasks.ContainerKeyMapperTask: ContainerKeyMapperTask successfully processed 1 OM DB update event(s).
recon_1     | 2021-10-25 12:32:43,328 [pool-19-thread-1] INFO tasks.FileSizeCountTask: Completed a 'process' run of FileSizeCountTask.
recon_1     | 2021-10-25 12:32:45,372 [Socket Reader #1 for port 9891] INFO ipc.Server: Auth successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.6:45398
recon_1     | 2021-10-25 12:32:45,396 [Socket Reader #1 for port 9891] INFO authorize.ServiceAuthorizationManager: Authorization successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.ozone.protocol.ReconDatanodeProtocol
recon_1     | 2021-10-25 12:32:45,578 [Socket Reader #1 for port 9891] INFO ipc.Server: Auth successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.9:38830
datanode_2  | 2021-10-25 12:40:41,529 [Thread-259] INFO client.GrpcClientProtocolService: Failed RaftClientRequest:client-28B2583F22EA->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=3, seq=0, Watch-ALL_COMMITTED(154), Message:<EMPTY>, reply=RaftClientReply:client-28B2583F22EA->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=3, FAILED org.apache.ratis.protocol.exceptions.NotReplicatedException: Request with call Id 3 and log index 154 is not yet replicated to ALL_COMMITTED, logIndex=154, commits[0ba8f1ea-b911-4fb7-8325-1a9580c84cee:c160, 4a5fbc1e-fa65-4644-9e0b-b54075597161:c160, e9d82cab-05ce-4d78-8653-c1a5df6d1fad:c127]
datanode_2  | 2021-10-25 12:41:41,529 [Thread-265] INFO client.GrpcClientProtocolService: Failed RaftClientRequest:client-DB375025A594->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=119, seq=0, Watch-ALL_COMMITTED(159), Message:<EMPTY>, reply=RaftClientReply:client-DB375025A594->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=119, FAILED org.apache.ratis.protocol.exceptions.NotReplicatedException: Request with call Id 119 and log index 159 is not yet replicated to ALL_COMMITTED, logIndex=159, commits[0ba8f1ea-b911-4fb7-8325-1a9580c84cee:c160, 4a5fbc1e-fa65-4644-9e0b-b54075597161:c160, e9d82cab-05ce-4d78-8653-c1a5df6d1fad:c127]
datanode_2  | 2021-10-25 12:44:42,529 [Thread-285] INFO client.GrpcClientProtocolService: Failed RaftClientRequest:client-14DF85FC939E->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=124, seq=0, Watch-ALL_COMMITTED(163), Message:<EMPTY>, reply=RaftClientReply:client-14DF85FC939E->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=124, FAILED org.apache.ratis.protocol.exceptions.NotReplicatedException: Request with call Id 124 and log index 163 is not yet replicated to ALL_COMMITTED, logIndex=163, commits[0ba8f1ea-b911-4fb7-8325-1a9580c84cee:c168, 4a5fbc1e-fa65-4644-9e0b-b54075597161:c168, e9d82cab-05ce-4d78-8653-c1a5df6d1fad:c127]
datanode_2  | 2021-10-25 12:45:53,529 [Thread-296] INFO client.GrpcClientProtocolService: Failed RaftClientRequest:client-D0C2A6ED8840->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=3, seq=0, Watch-ALL_COMMITTED(167), Message:<EMPTY>, reply=RaftClientReply:client-D0C2A6ED8840->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=3, FAILED org.apache.ratis.protocol.exceptions.NotReplicatedException: Request with call Id 3 and log index 167 is not yet replicated to ALL_COMMITTED, logIndex=167, commits[0ba8f1ea-b911-4fb7-8325-1a9580c84cee:c172, 4a5fbc1e-fa65-4644-9e0b-b54075597161:c172, e9d82cab-05ce-4d78-8653-c1a5df6d1fad:c127]
om_1        | 2021-10-25 12:40:43,341 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
om_1        | 2021-10-25 12:40:44,983 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for recon/recon@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.10:42551
om_1        | 2021-10-25 12:40:44,991 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for recon/recon@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
om_1        | 2021-10-25 12:40:50,953 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.7:41957
om_1        | 2021-10-25 12:40:50,974 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
scm_1       | 2021-10-25 12:25:15,983 [Socket Reader #1 for port 9861] INFO authorize.ServiceAuthorizationManager: Authorization successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.ozone.protocol.StorageContainerDatanodeProtocol
scm_1       | 2021-10-25 12:25:18,168 [ReplicationMonitor] INFO container.ReplicationManager: Replication Monitor Thread took 0 milliseconds for processing 1 containers.
scm_1       | 2021-10-25 12:25:18,709 [Socket Reader #1 for port 9860] INFO ipc.Server: Auth successful for om/om@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.4:46349
scm_1       | 2021-10-25 12:25:18,727 [Socket Reader #1 for port 9860] INFO authorize.ServiceAuthorizationManager: Authorization successful for om/om@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.hdds.scm.protocol.StorageContainerLocationProtocol
scm_1       | 2021-10-25 12:25:23,171 [ReplicationMonitor] INFO container.ReplicationManager: Replication Monitor Thread took 0 milliseconds for processing 1 containers.
datanode_2  | 2021-10-25 12:47:43,529 [Thread-307] INFO client.GrpcClientProtocolService: Failed RaftClientRequest:client-6B350F771186->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=129, seq=0, Watch-ALL_COMMITTED(171), Message:<EMPTY>, reply=RaftClientReply:client-6B350F771186->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=129, FAILED org.apache.ratis.protocol.exceptions.NotReplicatedException: Request with call Id 129 and log index 171 is not yet replicated to ALL_COMMITTED, logIndex=171, commits[0ba8f1ea-b911-4fb7-8325-1a9580c84cee:c176, 4a5fbc1e-fa65-4644-9e0b-b54075597161:c176, e9d82cab-05ce-4d78-8653-c1a5df6d1fad:c127]
datanode_2  | 2021-10-25 12:50:07,538 [Thread-322] INFO client.GrpcClientProtocolService: Failed RaftClientRequest:client-3EB51A47C07E->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=3, seq=0, Watch-ALL_COMMITTED(175), Message:<EMPTY>, reply=RaftClientReply:client-3EB51A47C07E->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=3, FAILED org.apache.ratis.protocol.exceptions.NotReplicatedException: Request with call Id 3 and log index 175 is not yet replicated to ALL_COMMITTED, logIndex=175, commits[0ba8f1ea-b911-4fb7-8325-1a9580c84cee:c180, 4a5fbc1e-fa65-4644-9e0b-b54075597161:c180, e9d82cab-05ce-4d78-8653-c1a5df6d1fad:c127]
datanode_2  | 2021-10-25 12:50:08,108 [org.apache.ratis.util.JvmPauseMonitor$$Lambda$332/0x00000008405b2440@167ee546] WARN util.JvmPauseMonitor: JvmPauseMonitor-0ba8f1ea-b911-4fb7-8325-1a9580c84cee: Detected pause in JVM or host machine (eg GC): pause of approximately 128710254ns. No GCs detected.
recon_1     | 2021-10-25 12:32:45,591 [Socket Reader #1 for port 9891] INFO authorize.ServiceAuthorizationManager: Authorization successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.ozone.protocol.ReconDatanodeProtocol
recon_1     | 2021-10-25 12:32:45,931 [Socket Reader #1 for port 9891] INFO ipc.Server: Auth successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.5:41860
recon_1     | 2021-10-25 12:32:45,939 [Socket Reader #1 for port 9891] INFO authorize.ServiceAuthorizationManager: Authorization successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.ozone.protocol.ReconDatanodeProtocol
recon_1     | 2021-10-25 12:33:15,399 [Socket Reader #1 for port 9891] INFO ipc.Server: Auth successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.6:45442
recon_1     | 2021-10-25 12:33:15,404 [Socket Reader #1 for port 9891] INFO authorize.ServiceAuthorizationManager: Authorization successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.ozone.protocol.ReconDatanodeProtocol
recon_1     | 2021-10-25 12:33:15,582 [Socket Reader #1 for port 9891] INFO ipc.Server: Auth successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.9:38872
recon_1     | 2021-10-25 12:33:15,588 [Socket Reader #1 for port 9891] INFO authorize.ServiceAuthorizationManager: Authorization successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.ozone.protocol.ReconDatanodeProtocol
recon_1     | 2021-10-25 12:33:15,932 [Socket Reader #1 for port 9891] INFO ipc.Server: Auth successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.5:41902
om_1        | 2021-10-25 12:40:59,050 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.7:42881
om_1        | 2021-10-25 12:40:59,092 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
om_1        | 2021-10-25 12:41:08,169 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.7:45197
om_1        | 2021-10-25 12:41:08,202 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
datanode_2  | 2021-10-25 12:50:44,529 [Thread-326] INFO client.GrpcClientProtocolService: Failed RaftClientRequest:client-5B56F8EAFE70->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=134, seq=0, Watch-ALL_COMMITTED(179), Message:<EMPTY>, reply=RaftClientReply:client-5B56F8EAFE70->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=134, FAILED org.apache.ratis.protocol.exceptions.NotReplicatedException: Request with call Id 134 and log index 179 is not yet replicated to ALL_COMMITTED, logIndex=179, commits[0ba8f1ea-b911-4fb7-8325-1a9580c84cee:c180, 4a5fbc1e-fa65-4644-9e0b-b54075597161:c180, e9d82cab-05ce-4d78-8653-c1a5df6d1fad:c127]
datanode_2  | 2021-10-25 12:53:45,529 [Thread-348] INFO client.GrpcClientProtocolService: Failed RaftClientRequest:client-9863B764CE05->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=139, seq=0, Watch-ALL_COMMITTED(182), Message:<EMPTY>, reply=RaftClientReply:client-9863B764CE05->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=139, FAILED org.apache.ratis.protocol.exceptions.NotReplicatedException: Request with call Id 139 and log index 182 is not yet replicated to ALL_COMMITTED, logIndex=182, commits[0ba8f1ea-b911-4fb7-8325-1a9580c84cee:c187, 4a5fbc1e-fa65-4644-9e0b-b54075597161:c187, e9d82cab-05ce-4d78-8653-c1a5df6d1fad:c127]
datanode_2  | 2021-10-25 12:55:16,529 [Thread-359] INFO client.GrpcClientProtocolService: Failed RaftClientRequest:client-5D8413936982->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=3, seq=0, Watch-ALL_COMMITTED(186), Message:<EMPTY>, reply=RaftClientReply:client-5D8413936982->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=3, FAILED org.apache.ratis.protocol.exceptions.NotReplicatedException: Request with call Id 3 and log index 186 is not yet replicated to ALL_COMMITTED, logIndex=186, commits[0ba8f1ea-b911-4fb7-8325-1a9580c84cee:c191, 4a5fbc1e-fa65-4644-9e0b-b54075597161:c191, e9d82cab-05ce-4d78-8653-c1a5df6d1fad:c127]
datanode_2  | 2021-10-25 12:56:46,530 [Thread-367] INFO client.GrpcClientProtocolService: Failed RaftClientRequest:client-00B6112D5F1A->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=144, seq=0, Watch-ALL_COMMITTED(189), Message:<EMPTY>, reply=RaftClientReply:client-00B6112D5F1A->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=144, FAILED org.apache.ratis.protocol.exceptions.NotReplicatedException: Request with call Id 144 and log index 189 is not yet replicated to ALL_COMMITTED, logIndex=189, commits[0ba8f1ea-b911-4fb7-8325-1a9580c84cee:c191, 4a5fbc1e-fa65-4644-9e0b-b54075597161:c191, e9d82cab-05ce-4d78-8653-c1a5df6d1fad:c127]
datanode_2  | 2021-10-25 12:59:47,558 [Thread-387] INFO client.GrpcClientProtocolService: Failed RaftClientRequest:client-566526E66B07->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=149, seq=0, Watch-ALL_COMMITTED(194), Message:<EMPTY>, reply=RaftClientReply:client-566526E66B07->0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52, cid=149, FAILED org.apache.ratis.protocol.exceptions.NotReplicatedException: Request with call Id 149 and log index 194 is not yet replicated to ALL_COMMITTED, logIndex=194, commits[0ba8f1ea-b911-4fb7-8325-1a9580c84cee:c199, 4a5fbc1e-fa65-4644-9e0b-b54075597161:c199, e9d82cab-05ce-4d78-8653-c1a5df6d1fad:c127]
scm_1       | 2021-10-25 12:25:28,171 [ReplicationMonitor] INFO container.ReplicationManager: Replication Monitor Thread took 0 milliseconds for processing 1 containers.
scm_1       | 2021-10-25 12:25:33,172 [ReplicationMonitor] INFO container.ReplicationManager: Replication Monitor Thread took 0 milliseconds for processing 1 containers.
scm_1       | 2021-10-25 12:25:38,173 [ReplicationMonitor] INFO container.ReplicationManager: Replication Monitor Thread took 0 milliseconds for processing 1 containers.
scm_1       | 2021-10-25 12:25:43,173 [ReplicationMonitor] INFO container.ReplicationManager: Replication Monitor Thread took 0 milliseconds for processing 1 containers.
scm_1       | 2021-10-25 12:25:45,435 [Socket Reader #1 for port 9861] INFO ipc.Server: Auth successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.6:56148
om_1        | 2021-10-25 12:41:14,687 [Socket Reader #1 for port 9862] INFO ipc.Server: Auth successful for testuser/scm@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.7:39865
om_1        | 2021-10-25 12:41:14,714 [Socket Reader #1 for port 9862] INFO authorize.ServiceAuthorizationManager: Authorization successful for testuser/scm@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.ozone.om.protocol.OzoneManagerProtocol
om_1        | 2021-10-25 12:41:15,740 [OM StateMachine ApplyTransaction Thread - 0] ERROR bucket.OMBucketCreateRequest: Bucket creation failed for bucket:link2 in volume:98370-target
om_1        | BUCKET_ALREADY_EXISTS org.apache.hadoop.ozone.om.exceptions.OMException: Bucket already exist
om_1        | 	at org.apache.hadoop.ozone.om.request.bucket.OMBucketCreateRequest.validateAndUpdateCache(OMBucketCreateRequest.java:188)
recon_1     | 2021-10-25 12:33:15,943 [Socket Reader #1 for port 9891] INFO authorize.ServiceAuthorizationManager: Authorization successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.ozone.protocol.ReconDatanodeProtocol
recon_1     | 2021-10-25 12:33:43,340 [pool-18-thread-1] INFO impl.OzoneManagerServiceProviderImpl: Syncing data from Ozone Manager.
recon_1     | 2021-10-25 12:33:43,341 [pool-18-thread-1] INFO impl.OzoneManagerServiceProviderImpl: Obtaining delta updates from Ozone Manager
recon_1     | 2021-10-25 12:33:43,385 [pool-18-thread-1] INFO impl.OzoneManagerServiceProviderImpl: Number of updates received from OM : 0
recon_1     | 2021-10-25 12:33:45,397 [Socket Reader #1 for port 9891] INFO ipc.Server: Auth successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) from 172.18.0.6:45498
recon_1     | 2021-10-25 12:33:45,419 [Socket Reader #1 for port 9891] INFO authorize.ServiceAuthorizationManager: Authorization successful for dn/dn@EXAMPLE.COM (auth:KERBEROS) for protocol=interface org.apache.hadoop.ozone.protocol.ReconDatanodeProtocol
